clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f,clip_start_frame,clip_end_frame
1_1_12_5,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,5,return_net,Top,train,train,0.0,0.0,19668,19654,19698,19533,20535
1_1_12_6,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,6,lob,Bottom,train,train,0.0,0.0,19692,19668,19730,19533,20535
1_1_12_7,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,7,clear,Top,train,train,0.0,1.0,19724,19692,19757,19533,20535
1_1_12_8,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,8,back_court_drive,Bottom,train,train,0.0,0.0,19751,19724,19774,19533,20535
1_1_12_9,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,9,drive,Top,train,train,0.0,0.0,19768,19751,19786,19533,20535
1_1_12_10,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,10,return_net,Bottom,train,train,0.0,1.0,19780,19768,19806,19533,20535
1_1_12_11,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,11,lob,Top,train,train,0.0,1.0,19800,19780,19840,19533,20535
1_1_12_12,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,12,drop,Bottom,train,train,0.0,0.0,19834,19800,19864,19533,20535
1_1_12_13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,13,net_shot,Top,train,train,0.0,1.0,19858,19834,19891,19533,20535
1_1_12_14,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,14,lob,Bottom,train,train,0.0,1.0,19885,19858,19928,19533,20535
1_1_12_15,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,15,clear,Top,train,train,0.0,0.0,19930,19893,19973,19533,20535
1_1_12_16,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,16,clear,Bottom,train,train,0.0,0.0,19969,19932,20005,19533,20535
1_1_12_17,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,17,wrist_smash,Top,train,train,1.0,0.0,19999,19969,20022,19533,20535
1_1_12_18,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,18,cross_court_net_shot,Bottom,train,train,0.0,1.0,20016,19999,20048,19533,20535
1_1_12_19,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,19,push,Top,train,train,0.0,0.0,20042,20016,20075,19533,20535
1_1_12_20,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,20,clear,Bottom,train,train,0.0,0.0,20069,20042,20106,19533,20535
1_1_12_21,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,21,clear,Top,train,train,0.0,0.0,20100,20069,20137,19533,20535
1_1_12_22,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,22,clear,Bottom,train,train,1.0,0.0,20131,20100,20174,19533,20535
1_1_12_23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,23,wrist_smash,Top,train,train,1.0,0.0,20169,20132,20193,19533,20535
1_1_12_24,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,24,cross_court_net_shot,Bottom,train,train,0.0,1.0,20187,20169,20218,19533,20535
1_1_12_25,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,25,push,Top,train,train,0.0,0.0,20212,20187,20254,19533,20535
1_1_12_26,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,26,passive_drop,Bottom,train,train,0.0,0.0,20248,20212,20277,19533,20535
1_1_12_27,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,27,push,Top,train,train,0.0,1.0,20271,20248,20304,19533,20535
1_1_12_28,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,28,passive_drop,Bottom,train,train,0.0,1.0,20298,20271,20326,19533,20535
1_1_12_29,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,29,push,Top,train,train,0.0,1.0,20320,20298,20355,19533,20535
1_1_12_30,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,30,passive_drop,Bottom,train,train,0.0,0.0,20349,20320,20379,19533,20535
1_1_12_31,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,31,push,Top,train,train,0.0,0.0,20373,20349,20412,19533,20535
1_1_12_32,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,32,passive_drop,Bottom,train,train,0.0,0.0,20406,20373,20433,19533,20535
1_1_12_33,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,33,push,Top,train,train,0.0,1.0,20427,20406,20466,19533,20535
1_1_12_34,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,12,34,passive_drop,Bottom,train,train,0.0,0.0,20460,20427,20472,19533,20535
1_1_13_1,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,1,short_service,Top,train,train,0.0,1.0,21006,20994,21030,20956,22155
1_1_13_2,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,2,push,Bottom,train,train,0.0,0.0,21024,21006,21060,20956,22155
1_1_13_3,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,3,clear,Top,train,train,0.0,1.0,21054,21024,21090,20956,22155
1_1_13_4,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,4,drop,Bottom,train,train,1.0,0.0,21084,21054,21114,20956,22155
1_1_13_5,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,5,push,Top,train,train,0.0,0.0,21108,21084,21141,20956,22155
1_1_13_6,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,6,smash,Bottom,train,train,0.0,0.0,21135,21108,21151,20956,22155
1_1_13_7,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,7,return_net,Top,train,train,0.0,1.0,21145,21135,21175,20956,22155
1_1_13_8,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,8,lob,Bottom,train,train,0.0,0.0,21169,21145,21208,20956,22155
1_1_13_9,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,9,clear,Top,train,train,1.0,0.0,21202,21169,21245,20956,22155
1_1_13_10,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,10,drop,Bottom,train,train,1.0,0.0,21241,21204,21264,20956,22155
1_1_13_11,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,11,push,Top,train,train,0.0,1.0,21258,21241,21296,20956,22155
1_1_13_12,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,12,passive_drop,Bottom,train,train,0.0,0.0,21290,21258,21322,20956,22155
1_1_13_13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,13,push,Top,train,train,0.0,0.0,21316,21290,21350,20956,22155
1_1_13_14,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,14,passive_drop,Bottom,train,train,0.0,0.0,21344,21316,21374,20956,22155
1_1_13_15,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,15,push,Top,train,train,0.0,0.0,21368,21344,21400,20956,22155
1_1_13_16,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,16,clear,Bottom,train,train,1.0,0.0,21394,21368,21433,20956,22155
1_1_13_17,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,17,drop,Top,train,train,0.0,0.0,21427,21394,21460,20956,22155
1_1_13_18,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,18,lob,Bottom,train,train,0.0,0.0,21454,21427,21490,20956,22155
1_1_13_19,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,19,clear,Top,train,train,0.0,0.0,21484,21454,21521,20956,22155
1_1_13_20,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,20,clear,Bottom,train,train,0.0,0.0,21515,21484,21556,20956,22155
1_1_13_21,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,21,clear,Top,train,train,0.0,0.0,21550,21515,21591,20956,22155
1_1_13_22,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,22,clear,Bottom,train,train,0.0,0.0,21585,21550,21628,20956,22155
1_1_13_23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,23,drop,Top,train,train,0.0,0.0,21622,21585,21653,20956,22155
1_1_13_24,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,24,cross_court_net_shot,Bottom,train,train,0.0,0.0,21647,21622,21678,20956,22155
1_1_13_25,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,25,push,Top,train,train,0.0,1.0,21672,21647,21706,20956,22155
1_1_13_26,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,26,drop,Bottom,train,train,0.0,0.0,21700,21672,21730,20956,22155
1_1_13_27,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,27,cross_court_net_shot,Top,train,train,0.0,0.0,21724,21700,21758,20956,22155
1_1_13_28,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,28,lob,Bottom,train,train,0.0,1.0,21752,21724,21790,20956,22155
1_1_13_29,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,29,passive_drop,Top,train,train,0.0,1.0,21784,21752,21815,20956,22155
1_1_13_30,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,30,net_shot,Bottom,train,train,0.0,0.0,21809,21784,21839,20956,22155
1_1_13_31,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,31,net_shot,Top,train,train,0.0,0.0,21833,21809,21865,20956,22155
1_1_13_32,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,32,lob,Bottom,train,train,0.0,0.0,21859,21833,21902,20956,22155
1_1_13_33,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,33,smash,Top,train,train,0.0,0.0,21912,21875,21932,20956,22155
1_1_13_34,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,34,return_net,Bottom,train,train,0.0,1.0,21926,21912,21957,20956,22155
1_1_13_35,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,35,push,Top,train,train,0.0,1.0,21951,21926,21989,20956,22155
1_1_13_36,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,36,clear,Bottom,train,train,1.0,0.0,21983,21951,22023,20956,22155
1_1_13_37,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,37,clear,Top,train,train,1.0,0.0,22017,21983,22054,20956,22155
1_1_13_38,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,38,clear,Bottom,train,train,0.0,0.0,22048,22017,22086,20956,22155
1_1_13_39,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,13,39,smash,Top,train,train,0.0,0.0,22080,22048,22092,20956,22155
1_1_14_1,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,1,short_service,Top,train,train,0.0,1.0,23058,23046,23077,23008,23487
1_1_14_2,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,2,cross_court_net_shot,Bottom,train,train,0.0,1.0,23071,23058,23101,23008,23487
1_1_14_3,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,3,net_shot,Top,train,train,0.0,0.0,23095,23071,23124,23008,23487
1_1_14_4,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,4,lob,Bottom,train,train,0.0,0.0,23118,23095,23161,23008,23487
1_1_14_5,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,5,smash,Top,train,train,0.0,0.0,23166,23129,23184,23008,23487
1_1_14_6,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,6,cross_court_net_shot,Bottom,train,train,0.0,0.0,23178,23166,23212,23008,23487
1_1_14_7,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,7,push,Top,train,train,0.0,1.0,23206,23178,23230,23008,23487
1_1_14_8,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,8,clear,Bottom,train,train,0.0,1.0,23224,23206,23260,23008,23487
1_1_14_9,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,9,clear,Top,train,train,0.0,0.0,23254,23224,23294,23008,23487
1_1_14_10,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,10,passive_drop,Bottom,train,train,0.0,0.0,23288,23254,23320,23008,23487
1_1_14_11,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,11,net_shot,Top,train,train,0.0,0.0,23314,23288,23343,23008,23487
1_1_14_12,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,12,lob,Bottom,train,train,0.0,0.0,23337,23314,23380,23008,23487
1_1_14_13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,13,clear,Top,train,train,0.0,0.0,23378,23341,23418,23008,23487
1_1_14_14,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,14,14,wrist_smash,Bottom,train,train,0.0,0.0,23412,23378,23424,23008,23487
1_1_15_1,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,1,short_service,Bottom,train,train,0.0,1.0,23852,23840,23870,23802,24387
1_1_15_2,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,2,push,Top,train,train,0.0,1.0,23864,23852,23896,23802,24387
1_1_15_3,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,3,clear,Bottom,train,train,0.0,0.0,23890,23864,23923,23802,24387
1_1_15_4,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,4,clear,Top,train,train,0.0,0.0,23917,23890,23960,23802,24387
1_1_15_5,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,5,drop,Bottom,train,train,0.0,0.0,23955,23918,23983,23802,24387
1_1_15_6,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,6,net_shot,Top,train,train,0.0,0.0,23977,23955,24011,23802,24387
1_1_15_7,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,7,lob,Bottom,train,train,0.0,0.0,24005,23977,24048,23802,24387
1_1_15_8,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,8,clear,Top,train,train,0.0,0.0,24043,24006,24077,23802,24387
1_1_15_9,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,9,drop,Bottom,train,train,1.0,0.0,24071,24043,24095,23802,24387
1_1_15_10,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,10,return_net,Top,train,train,0.0,0.0,24089,24071,24118,23802,24387
1_1_15_11,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,11,net_shot,Bottom,train,train,0.0,0.0,24112,24089,24143,23802,24387
1_1_15_12,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,12,net_shot,Top,train,train,0.0,0.0,24137,24112,24166,23802,24387
1_1_15_13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,13,lob,Bottom,train,train,0.0,0.0,24160,24137,24203,23802,24387
1_1_15_14,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,14,smash,Top,train,train,0.0,0.0,24197,24160,24216,23802,24387
1_1_15_15,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,15,return_net,Bottom,train,train,0.0,0.0,24210,24197,24241,23802,24387
1_1_15_16,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,16,net_shot,Top,train,train,0.0,0.0,24235,24210,24263,23802,24387
1_1_15_17,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,17,lob,Bottom,train,train,0.0,0.0,24257,24235,24300,23802,24387
1_1_15_18,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,15,18,smash,Top,train,train,0.0,0.0,24312,24275,24324,23802,24387
1_1_16_1,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,1,short_service,Bottom,train,train,0.0,1.0,24978,24966,24996,24928,26106
1_1_16_2,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,2,push,Top,train,train,0.0,1.0,24990,24978,25023,24928,26106
1_1_16_3,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,3,passive_drop,Bottom,train,train,0.0,0.0,25017,24990,25048,24928,26106
1_1_16_4,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,4,return_net,Top,train,train,0.0,1.0,25042,25017,25076,24928,26106
1_1_16_5,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,5,net_shot,Bottom,train,train,0.0,1.0,25070,25042,25099,24928,26106
1_1_16_6,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,6,net_shot,Top,train,train,0.0,1.0,25093,25070,25122,24928,26106
1_1_16_7,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,7,lob,Bottom,train,train,0.0,1.0,25116,25093,25159,24928,26106
1_1_16_8,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,8,clear,Top,train,train,1.0,0.0,25154,25117,25193,24928,26106
1_1_16_9,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,9,drop,Bottom,train,train,0.0,0.0,25187,25154,25219,24928,26106
1_1_16_10,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,10,return_net,Top,train,train,0.0,1.0,25213,25187,25245,24928,26106
1_1_16_11,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,11,lob,Bottom,train,train,0.0,1.0,25239,25213,25282,24928,26106
1_1_16_12,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,12,clear,Top,train,train,0.0,0.0,25280,25243,25323,24928,26106
1_1_16_13,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,13,clear,Bottom,train,train,0.0,0.0,25320,25283,25358,24928,26106
1_1_16_14,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,14,clear,Top,train,train,0.0,0.0,25352,25320,25388,24928,26106
1_1_16_15,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,15,wrist_smash,Bottom,train,train,1.0,0.0,25382,25352,25409,24928,26106
1_1_16_16,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,16,defensive_return_drive,Top,train,train,0.0,1.0,25403,25382,25430,24928,26106
1_1_16_17,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,17,clear,Bottom,train,train,1.0,0.0,25424,25403,25455,24928,26106
1_1_16_18,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,18,wrist_smash,Top,train,train,0.0,0.0,25449,25424,25473,24928,26106
1_1_16_19,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,19,return_net,Bottom,train,train,0.0,0.0,25467,25449,25496,24928,26106
1_1_16_20,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,20,net_shot,Top,train,train,0.0,0.0,25490,25467,25518,24928,26106
1_1_16_21,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,21,lob,Bottom,train,train,0.0,1.0,25512,25490,25555,24928,26106
1_1_16_22,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,22,smash,Top,train,train,0.0,0.0,25570,25533,25587,24928,26106
1_1_16_23,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,23,return_net,Bottom,train,train,0.0,1.0,25581,25570,25605,24928,26106
1_1_16_24,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,24,net_shot,Top,train,train,0.0,0.0,25599,25581,25626,24928,26106
1_1_16_25,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,25,net_shot,Bottom,train,train,0.0,0.0,25620,25599,25649,24928,26106
1_1_16_26,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,26,push,Top,train,train,0.0,0.0,25643,25620,25674,24928,26106
1_1_16_27,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,27,clear,Bottom,train,train,0.0,1.0,25668,25643,25701,24928,26106
1_1_16_28,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,28,smash,Top,train,train,0.0,0.0,25695,25668,25718,24928,26106
1_1_16_29,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,29,return_net,Bottom,train,train,0.0,0.0,25712,25695,25743,24928,26106
1_1_16_30,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,30,net_shot,Top,train,train,0.0,0.0,25737,25712,25769,24928,26106
1_1_16_31,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,31,lob,Bottom,train,train,0.0,0.0,25763,25737,25806,24928,26106
1_1_16_32,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,32,clear,Top,train,train,0.0,0.0,25804,25767,25842,24928,26106
1_1_16_33,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,33,drop,Bottom,train,train,0.0,0.0,25836,25804,25866,24928,26106
1_1_16_34,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,34,cross_court_net_shot,Top,train,train,0.0,1.0,25860,25836,25895,24928,26106
1_1_16_35,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,35,lob,Bottom,train,train,0.0,0.0,25889,25860,25932,24928,26106
1_1_16_36,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,36,passive_drop,Top,train,train,0.0,1.0,25928,25891,25955,24928,26106
1_1_16_37,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,37,net_shot,Bottom,train,train,0.0,1.0,25949,25928,25975,24928,26106
1_1_16_38,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,38,lob,Top,train,train,0.0,1.0,25969,25949,26012,24928,26106
1_1_16_39,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,39,drop,Bottom,train,train,0.0,0.0,26007,25970,26037,24928,26106
1_1_16_40,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,16,40,return_net,Top,train,train,0.0,0.0,26031,26007,26043,24928,26106
1_1_17_1,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,1,short_service,Bottom,train,train,0.0,1.0,27399,27387,27421,27349,27803
1_1_17_2,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,2,push,Top,train,train,0.0,0.0,27415,27399,27446,27349,27803
1_1_17_3,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,3,clear,Bottom,train,train,0.0,0.0,27440,27415,27471,27349,27803
1_1_17_4,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,4,wrist_smash,Top,train,train,1.0,0.0,27465,27440,27488,27349,27803
1_1_17_5,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,5,return_net,Bottom,train,train,0.0,0.0,27482,27465,27511,27349,27803
1_1_17_6,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,6,net_shot,Top,train,train,0.0,0.0,27505,27482,27532,27349,27803
1_1_17_7,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,7,lob,Bottom,train,train,0.0,1.0,27526,27505,27566,27349,27803
1_1_17_8,1,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2019_Finals,set1,17,8,clear,Top,train,train,0.0,0.0,27560,27526,27595,27349,27803
